,0
BS_B,15.874512412461844
SSA_B,15.744263244309098
BA_R,8.79805715373944
SSA_R,8.334091265510613
BBS_B,6.109473770782638
BA_B,5.919714631186196
BS_G,5.026494543539991
BBS_G,3.9547201223000856
BS_R,3.8328052644419546
BSF_G,3.7384487598558995
BSF_B,3.681524293166975
BA_G,3.363808193226584
AE_BG,3.078159482750019
SSA_G,2.9360271506011153
BBS_R,2.8299210487515043
BSF_R,2.5296351198999982
AE_BR,2.2599704514737895
AE_GR,1.988373092002241
