,0
BS_B,20.19870818722238
AE_BR,13.237383292716748
BA_B,9.310618162800914
BBS_G,7.755407710273514
AE_GR,6.102607607256591
AE_BG,6.029857983051669
BA_G,5.419474639156536
BS_G,5.117261244066934
SSA_B,4.665510249440386
BA_R,4.4815273265409115
BBS_B,4.3571900644880035
SSA_R,2.548390772964495
BSF_G,2.515309450374584
BS_R,1.881957768034134
BBS_R,1.822621566588567
SSA_G,1.8180960357981488
BSF_B,1.4664601116565235
BSF_R,1.2716178275689656
