BS_B,BS_G,BS_R,AE_BG,AE_BR,AE_GR,BBS_B,BBS_G,BBS_R,BSF_B,BSF_G,BSF_R,SSA_B,SSA_G,SSA_R,BA_B,BA_G,BA_R
22.051027087273336,14.296758310421025,1.946072127094281,-7.765990281356966,8.02555274181216,-7.886597833840161,-10.6050798726876,-20.0035383554505,6.231830378639306,-6.233433622532168,-38.41481449731147,-13.770138530432025,22.246213557377096,15.93816451895425,-5.772960156587864,90.11490865632528,0.0,-63.004833226342996
50.79718222699367,11.696306255727084,4.023091010226546,23.287672422854207,61.49837661187094,12.101145031402073,10.639793182309601,43.17595233065913,10.132565825738599,-4.670819669558344,7.702674106322983,7.04830252860356,16.165482069398443,2.8004864915783294,-1.7178717579955536,64.209745130747,25.66638287996735,3.482557454875405
6.390452012969579,3.9613395862695064,-0.25821695243288456,-28.297072692546404,-104.64495566649101,-33.42671126218413,1.8481131786436753,9.566032219598398,-2.568965936340262,-1.1381767396893718,2.947214878753876,3.248801208246275,-9.04738423986183,-8.119685009193846,5.801098198083954,-13.4259446760167,-2.2811912695188763,6.738267255545196
-64.79414597821311,-19.006401424837808,-3.9358830800628937,12.694960731914163,0.0,-16.611112146008967,-6.998775694887348,-14.453511704020768,-3.220628198096668,-0.6929958183293962,1.4029876414349747,-2.4914106260485593,-2.6632580428364636,-2.2231793657104757,3.2716834435902067,-11.887744489441074,-19.597407767284615,-8.585724811651971
-24.170253674311176,-10.639200164404535,-5.989184124301599,21.010183265889555,23.70955493276195,8.585939451317982,-5.410254777950768,-26.137397829877624,-5.874191838919672,3.1670582595444317,-9.809271806708555,-1.1086911962106747,4.090905663925712,11.903955651098869,-9.190695347619704,-1.9592439349180437,13.0792761548874,16.355599029725504
2.2855943929839855,-0.7401278819530974,0.0,-4.257659295653145,1.9925400386176637,7.2593332429857735,-2.502776788310994,1.9584725735635056,5.142678202286184,4.224861392252992,2.2007616389409366,1.5784120512352124,-13.531500879997328,-4.870298486138493,3.4670948155025823,-7.542214345002217,-2.6660162447734637,9.54626733330183
44.61548205304074,18.103019114949802,6.465310760078348,-36.88144640593564,-119.86504008221424,-43.096674988309175,5.280675314092733,13.487915746187614,1.5103252000447762,2.841310203436571,1.7350095415671154,-0.8738656650907879,-9.684749006389202,-9.028747307370734,6.750822971609913,-1.9122583543090828,4.428409312706129,12.138245458738183
-37.93506895556771,-12.520249192867412,-5.1423849191911115,9.540796196377746,18.98538722730863,6.0288890344981585,-6.919203921642224,-19.037317461259743,-8.359682269979961,1.8203783516210057,-4.036820332835234,-2.2558619476914394,5.540355629150577,1.8174522821207924,5.5630076703423645,-12.338980390957257,-12.858152512181132,-7.29896876195923
-90.34471453455626,-24.027648633706825,-9.159056943610846,10.023152894531508,11.987578326678591,2.993274928541524,-11.934587107091277,-30.50625097507236,-11.009385711237972,2.083846007803197,0.0,0.0,-1.6063983432064444,-1.112209021829337,1.232289575161622,-10.764581902923299,-16.15028922438942,-18.165785387565734
139.4066890022749,30.185995475473753,4.560192341033218,-28.961201491312014,-43.70764544093751,9.298750876663698,9.276572246555476,18.865100191040867,2.600807453341502,4.4679792691940525,2.9584003760241915,-0.8137489372431524,5.607161365344118,3.733847700834417,2.909410821672814,-4.572797930170664,-11.005025720251295,-2.7327308317269967
-51.87723616984307,-10.296748221980819,-2.7551387343682,6.895255029809896,-5.79556397561919,-6.001751041247677,-6.738792769910742,-12.755326963836207,0.26859673139646234,-4.801537655065471,5.221411031299484,2.596688430929614,7.775261017241766,2.2961472729487613,-2.4032781428876056,-18.121764919224564,1.2560413890175763,14.376098142476266
