,0
BBS_B,19.36829188589565
BBS_G,11.44105136622416
BSF_G,11.136426366599592
BA_R,9.041354224508751
BA_B,7.834022832446252
AE_BR,7.040668002783027
BSF_B,6.498802790322595
BS_B,6.477050817351577
AE_BG,6.044272268343243
SSA_B,4.249003193446631
BA_G,2.8280383969443434
BS_G,2.7315710164398466
SSA_R,2.4939131465662356
SSA_G,2.1750096312360157
AE_GR,1.9576665676189526
BBS_R,1.8192543616551202
BS_R,1.7419439183511585
BSF_R,1.7129442250025464
