BS_B,BS_G,BS_R,AE_BG,AE_BR,AE_GR,BBS_B,BBS_G,BBS_R,BSF_B,BSF_G,BSF_R,SSA_B,SSA_G,SSA_R,BA_B,BA_G,BA_R
0.003578623602981804,-0.0024256639833062058,-0.0016073665050198947,-0.02072322569934324,-0.0035722648453903275,-0.003086489852092213,-0.010279700570346257,-0.006844022280115839,-0.004681646580937699,-0.006023354475664776,-0.0033726088493642482,-0.0009333215666642914,0.0024460914894603113,-0.004077843211366115,-0.005378908098843501,0.01416027824783502,-0.010800676880846245,-0.0024212714673394753
0.016445551542831425,0.0005957579431062607,0.004141275507100031,0.024123370444410545,0.018415085376450875,0.011199106973000673,0.01082250199491565,0.006063980938465579,0.0017373360448471422,-0.003092570159806069,-0.0014879746210997619,5.83341963083834e-05,-0.014478557787298915,0.010397833548628442,0.008655026233400748,-0.0004814577098823428,0.0024422293136432656,0.004717017339937915
-0.012422961939370196,0.0008883486445815825,0.0012928471735724702,0.01552056785533211,0.017973866823252492,-0.001679340294914474,0.0015709282636131488,-0.00018262482850895967,-0.002022885239924526,0.005024175974308009,0.005968878420239304,-0.00017229596721135576,-0.022706567646777042,-0.006242236758530373,-0.017667026534094927,0.003051253223063465,-0.008798087295185792,-0.00836402647607725
0.018572416789106375,-0.012674078698237825,0.006881042989139032,-0.00608814963891984,0.0006343592097692778,-0.006565105028081862,0.026966338852152456,0.005429707862369711,0.009157435782250502,-0.0033720841124818333,-0.0019349260915843237,0.002142809487002874,0.004982579421030567,-0.0011745488649876061,-0.0014101491665702568,0.008409315707243884,-0.003880808639991182,-0.0076488036194122255
0.009053979687563928,-0.007716724336767531,0.0062104672336519865,0.04586754317684218,0.014044127736468326,-0.0018490047567185656,0.018677336485804417,0.0032704220132244327,0.006828788355027038,0.002339954709563419,0.005793511278194312,-0.0037430394270959494,0.0010602442206089774,-0.008786040183346513,-0.005368142749708971,0.008338897099625856,-0.0106026062374282,-0.0009684280030507475
0.0072524665055279,-0.006015668152602258,0.004435476453177099,-0.10020655670484713,-0.05340711324057179,0.0032027138956946554,0.009316058186133073,0.0005903045226886054,0.006289003028711163,0.007354147846125987,0.002391225963318492,-0.0011375613804927812,-0.02055212478124808,-0.003923606957226326,-0.003374658265732361,0.0025498295238809724,-0.004710084365007127,-0.00837122504555643
0.019949528447925642,0.0023336991597160037,0.006267338485730782,-0.07130235659959935,-0.05277139604850324,-0.023615345242919215,0.0051504261791941106,-0.004425274655938491,0.0,-0.0012560469520798414,-0.0033538151573763043,-0.0006957117265362636,-0.0015621587464474658,-0.003973210621343325,0.005009667686865109,0.003129522704468898,-0.0023597795401648276,-0.0014659145882353758
-0.018801106527591965,0.008065448801129627,-0.004276857776252258,0.04273464131435989,0.011441082292644664,-0.0010917469650031369,-0.004205574855117504,-0.006760283497381721,-0.005174048486920987,0.004902026528880655,0.01032512275078956,0.0010031323459645945,-0.039317309177942183,0.0010767774019272318,-0.012557134990523354,0.0024566667142447286,-0.004575353810081192,-0.01012428920057537
0.023566587648169105,-0.005553859459904817,0.013958758283013874,-0.03513121833415476,-0.02027113194181214,-0.0053058622744185545,0.03188813128653224,-0.004947200247517839,0.0004131311036253055,-0.006680577337509053,-0.00927528935456287,-0.0028058552738756833,0.0009160954942145339,-0.008935678257451283,-0.0006874480873855837,-0.004466325702511008,-0.012663625250952885,0.004278795116847922
0.04198038874089381,0.0006389475593604778,0.017081587187112883,0.018725525225925632,0.018767880093994178,0.01111530201416784,0.06612381316915256,0.02144778209344901,0.0039055102279552008,0.0,0.003004319619483709,0.007254741050522608,0.017670780111544823,0.021160792193285788,0.012882320525501006,0.010079356783976206,0.003651732837264433,0.002115130998343151
0.008231362371262619,0.005283874313337162,-0.0006244490205730359,0.04006065949112678,0.020611334244928167,0.0014649466877922528,-0.005505938209925794,0.0,0.0,-0.0007882654090745774,0.012053690245011042,-0.0014512982946911866,0.007720431455636094,-0.013674111639603154,-0.010601729716455873,0.005312246842921706,-0.0001463228036198407,-0.011612537775184104
