,0
BBS_B,139.16730779311263
AE_BG,78.74896134954702
BSF_B,74.22459930410143
BA_B,68.33181367582326
BSF_G,46.04876930137401
BA_G,31.025764662807894
SSA_B,27.801392395057366
BA_R,21.36574672683323
BBS_G,19.759172125948403
AE_GR,13.697994645873203
SSA_G,13.164783836276538
SSA_R,12.763411658751027
AE_BR,11.806011143179864
BS_B,11.203743548581857
BBS_R,7.75472789004159
BS_G,7.047990906342314
BSF_R,6.980987375585978
BS_R,5.79356677317095
